5.230036902427673340e+01,1.569762546272158943e+01,5.853526544570922852e+01,3.324201326384434196e+01
1.299193549156188965e+01,4.187832863252606330e+01,1.861674833297729492e+01,1.081299989693577572e+02
-1.012912964820861816e+01,-2.239780871867435508e+01,-4.472834587097167969e+00,1.743794188030359749e+01
5.197636771202087402e+01,3.229062849148783698e+01,5.753989005088806152e+01,7.113498866160466605e+01
4.894922757148742676e+01,5.903855399786885982e+01,5.475266456604003906e+01,7.901104043980296865e+01
4.765899753570556641e+01,6.767722819089556197e+01,5.380535244941711426e+01,7.627482189282602576e+01
4.448533105850219727e+01,1.097620664501960164e+01,4.713732546567916870e+01,2.264287038063355340e+01
5.498995161056518555e+01,4.154257938837281472e+01,5.633318901062011719e+01,4.941182103590585939e+01
4.261020338535308838e+01,7.446496718025241535e+01,4.438700938224792480e+01,8.318897699604985974e+01
5.270896971225738525e+01,1.520987135909967947e+01,5.415478610992431641e+01,2.363840602792765822e+01
1.411385416984558105e+01,6.659283834113776379e+01,1.856704187393188477e+01,6.840424391759316336e+01
4.427434301376342773e+01,1.046988391309819235e+02,4.641865181922912598e+01,1.074192795189103435e+02
-9.993736267089843750e+00,1.878138567979948448e+01,-3.975972175598144531e+00,2.533345083045503543e+01
1.420715570449829102e+01,3.305888186851307609e+01,1.570437139272689819e+01,3.418971747048131959e+01
4.060412287712097168e+01,4.559884722391439027e+01,4.670141863822937012e+01,5.747004739469423384e+01
4.696900606155395508e+01,1.507275154159424346e+01,4.946432702243328094e+01,1.699594267214979482e+01
4.473906993865966797e+01,2.618211942995230856e+01,4.682317501306533813e+01,3.173457659019163657e+01
3.970421671867370605e+01,7.246643780971453452e+01,4.818429946899414062e+01,8.171936327164348768e+01
4.947109317779541016e+01,1.358443136624305225e+01,5.188786840438842773e+01,2.114528861948951999e+01
5.811569929122924805e+01,2.127202504230911018e+01,5.938301205635070801e+01,2.872324166666567180e+01
-1.535960197448730469e+01,5.149682170336032527e+01,-9.566366434097290039e+00,5.701437834400496740e+01
3.391088056564331055e+01,1.385706337792885279e+01,3.633387313783168793e+01,2.004953113022111211e+01
3.800108098983764648e+01,-6.756429656247291859e+00,4.384004950523376465e+01,-1.732106095166273008e+00
1.205203366279602051e+01,5.089643091755294790e+01,1.875471115112304688e+01,9.437774947101115686e+01
5.181124734878540039e+01,1.659115737401532442e+01,5.410569071769714355e+01,2.453866803263451857e+01
4.341980028152465820e+01,2.149458395542853850e+01,5.125027728080749512e+01,3.069041223713213640e+01
-1.260033559799194336e+01,2.331786123804437239e+01,-8.510233357548713684e+00,2.658562502648970849e+01
4.266166806221008301e+01,4.217823408352523984e+01,4.396336615085601807e+01,4.703293882428749839e+01
5.308907806873321533e+01,1.289496907796149117e+01,5.497884631156921387e+01,2.094719811781999397e+01
3.225817751884460449e+01,6.848221550884659337e+00,3.429132914543151855e+01,1.467687058196577254e+01
4.474100804328918457e+01,1.006972996060975447e+02,4.932134270668029785e+01,1.051098938872900135e+02
2.937728309631347656e+01,6.885439223225444039e+01,3.169797515869140625e+01,7.711970618364955499e+01
4.343995320796966553e+01,1.871884001879590187e+01,4.560092520713806152e+01,2.709714139470031569e+01
4.058937847614288330e+01,5.307923443255481288e+01,4.220566487312316895e+01,6.053091658468702008e+01
4.205380453169345856e+01,3.957963563729674661e+01,4.555893683433532715e+01,4.838484010121487700e+01
3.428759181499481201e+01,5.082081160664824893e+01,3.940600490570068359e+01,5.909751098906508560e+01
4.627876687049865723e+01,2.214995990079967214e+01,4.849549984931945801e+01,3.038916813070272838e+01
2.614328646659851074e+01,6.357023314759771893e+00,2.811576151847839355e+01,9.859812689049022083e+00
4.932078588008880615e+01,7.156688126940491657e+01,5.101561236381530762e+01,7.530055302193886746e+01
